UNITID,PRGMOFR,CIPCODE1,XCIPTUI1,CIPTUIT1,XCIPSUP1,CIPSUPP1,XCIPLGT1,CIPLGTH1,PRGMSR1,XMTHCMP1,MTHCMP1,XWKCMP1,WKCMP1,XLNAYHR1,LNAYHR1,XLNAYWK1,LNAYWK1,XCHG1PY0,CHG1PY0,XCHG1PY1,CHG1PY1,XCHG1PY2,CHG1PY2,XCHG1PY3,CHG1PY3,XCHG4PY0,CHG4PY0,XCHG4PY1,CHG4PY1,XCHG4PY2,CHG4PY2,XCHG4PY3,CHG4PY3,XCHG5PY0,CHG5PY0,XCHG5PY1,CHG5PY1,XCHG5PY2,CHG5PY2,XCHG5PY3,CHG5PY3,XCHG6PY0,CHG6PY0,XCHG6PY1,CHG6PY1,XCHG6PY2,CHG6PY2,XCHG6PY3,CHG6PY3,XCHG7PY0,CHG7PY0,XCHG7PY1,CHG7PY1,XCHG7PY2,CHG7PY2,XCHG7PY3,CHG7PY3,XCHG8PY0,CHG8PY0,XCHG8PY1,CHG8PY1,XCHG8PY2,CHG8PY2,XCHG8PY3,CHG8PY3,XCHG9PY0,CHG9PY0,XCHG9PY1,CHG9PY1,XCHG9PY2,CHG9PY2,XCHG9PY3,CHG9PY3,CIPCODE2,XCIPTUI2,CIPTUIT2,XCIPSUP2,CIPSUPP2,XCIPLGT2,CIPLGTH2,PRGMSR2,XMTHCMP2,MTHCMP2,CIPCODE3,XCIPTUI3,CIPTUIT3,XCIPSUP3,CIPSUPP3,XCIPLGT3,CIPLGTH3,PRGMSR3,XMTHCMP3,MTHCMP3,CIPCODE4,XCIPTUI4,CIPTUIT4,XCIPSUP4,CIPSUPP4,XCIPLGT4,CIPLGTH4,PRGMSR4,XMTHCMP4,MTHCMP4,CIPCODE5,XCIPTUI5,CIPTUIT5,XCIPSUP5,CIPSUPP5,XCIPLGT5,CIPLGTH5,PRGMSR5,XMTHCMP5,MTHCMP5,CIPCODE6,XCIPTUI6,CIPTUIT6,XCIPSUP6,CIPSUPP6,XCIPLGT6,CIPLGTH6,PRGMSR6,XMTHCMP6,MTHCMP6 
382267,2,"12.0401","A",.,"A",.,"R",1600,1,"R",12,"R",48,"R",900,"R",26,"R",16028,"R",15213,"R",15213,"R",15213,"R",500,"R",1097,"R",1097,"R",1097,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14640,"R",14484,"R",14616,"R",15024,"R",5196,"R",5412,"R",5544,"R",5556,"R",5388,"R",5580,"R",5700,"R",5748,"12.0409","R",7624,"R",850,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
382276,5,"51.0801","A",.,"A",.,"R",900,1,"R",8,"R",30,"R",900,"R",30,"R",13130,"R",14179,"R",14954,"R",14293,"R",840,"R",630,"R",580,"R",580,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8460,"R",9150,"R",9225,"R",9135,"R",1590,"R",1613,"R",1500,"R",2370,"R",1500,"R",1575,"R",1350,"R",2588,"51.2401","R",16464,"R",658,"R",1040,1,"R",9,"51.0713","R",14250,"R",704,"R",900,1,"R",8,"52.0401","R",12132,"R",263,"R",800,1,"R",7,"15.1302","R",14469,"R",486,"R",900,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
382416,1,"51.3999","A",.,"A",.,"R",1097,1,"R",10,"R",40,"R",1097,"R",40,"R",6000,"R",6000,"R",7000,"R",7350,"R",800,"R",1000,"R",1053,"R",1053,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6810,"R",10410,"R",10410,"R",10410,"R",1860,"R",4830,"R",4830,"R",4830,"R",1740,"R",4830,"R",4830,"R",4830,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
382461,3,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",36,"R",10000,"R",9950,"R",9960,"R",10169,"R",300,"R",350,"R",340,"R",340,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5664,"R",5664,"R",5664,"R",5664,"R",2244,"R",2244,"R",2244,"R",2244,"R",2244,"R",2244,"R",2244,"R",2244,"12.0413","R",5650,"R",500,"R",750,1,"R",12,"12.0413","R",15100,"R",500,"R",2000,1,"R",24,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
382780,6,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",10425,"R",10425,"R",11455,"R",11455,"R",2340,"R",2340,"R",2350,"R",2350,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5688,"R",5888,"R",5888,"R",6438,"R",1275,"R",1700,"R",1700,"R",1925,"R",1638,"R",2938,"R",2938,"R",3063,"12.0410","R",8100,"R",1515,"R",600,1,"R",5,"12.0413","R",1905,"R",215,"R",300,1,"R",3,"12.0413","R",7995,"R",215,"R",750,1,"R",6,"12.0402","R",12995,"R",2690,"R",1500,1,"R",13,"12.0413","R",4650,"R",215,"R",450,1,"R",4,
382896,7,"51.0801","A",.,"A",.,"R",51,2,"R",9,"R",36,"R",51,"R",36,"R",13629,"R",14104,"R",14780,"R",14780,"R",765,"R",300,"R",300,"R",300,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8667,"R",5616,"R",5544,"R",5607,"R",9387,"R",6327,"R",6255,"R",6084,"R",6507,"R",4365,"R",4365,"R",4185,"51.0601","R",14674,"R",442,"R",50,2,"R",9,"51.0710","R",13910,"R",1170,"R",51,2,"R",9,"22.0302","R",28787,"R",1755,"R",91,2,"R",18,"43.0104","R",28878,"R",1664,"R",91,2,"R",18,"22.0302","R",8600,"R",630,"R",44,2,"R",7,
382902,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",30,"R",8700,"R",9400,"R",9400,"R",9400,"R",125,"R",125,"R",125,"R",125,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13637,"R",15054,"R",15210,"R",23010,"R",8749,"R",9425,"R",13117,"R",8944,"R",8255,"R",8905,"R",9438,"R",6760,"12.0410","R",4000,"R",125,"R",600,1,"R",5,"12.0408","R",5500,"R",125,"R",750,1,"R",7,"12.0413","R",4000,"R",135,"R",750,1,"R",7,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
383084,23,"12.0413","A",.,"A",.,"R",1600,1,"R",12,"R",48,"R",1080,"R",36,"R",1800,"R",1900,"R",3300,"R",3300,"R",1208,"R",1213,"R",1340,"R",1340,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8172,"R",10980,"R",10980,"R",10980,"R",2076,"R",2856,"R",2868,"R",2868,"R",2076,"R",2868,"R",2868,"R",2868,"51.3902","R",1165,"R",1110,"R",480,1,"R",5,"19.0709","R",565,"R",200,"R",600,1,"R",5,"47.0106","R",1400,"R",300,"R",870,1,"R",10,"51.3901","R",8150,"R",250,"R",1530,1,"R",12,"52.0408","R",525,"R",200,"R",850,1,"R",10,
383163,6,"12.0401","A",.,"A",.,"R",1230,1,"R",12,"R",48,"R",900,"R",30,"R",12561,"R",14651,"R",14702,"R",14600,"R",250,"R",250,"R",498,"R",600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6720,"R",6912,"R",11280,"R",12732,"R",2208,"R",2292,"R",6384,"R",7020,"R",3000,"R",3000,"R",4656,"R",4608,"12.0409","R",9234,"R",500,"R",900,1,"R",9,"51.3501","R",8913,"R",250,"R",600,1,"R",6,"12.0413","R",4800,"R",100,"R",600,1,"R",6,"12.0408","R",1550,"R",250,"R",300,1,"R",3,"12.0410","R",825,"R",300,"R",240,1,"R",2,
383172,3,"11.0699","A",.,"A",.,"R",600,1,"R",5,"R",20,"R",900,"R",36,"R",3325,"R",3325,"R",3325,"R",3325,"R",175,"R",175,"R",175,"R",175,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6000,"R",6000,"R",6000,"R",6000,"R",250,"R",250,"R",250,"R",250,"R",500,"R",500,"R",500,"R",500,"52.1905","R",2255,"R",150,"R",300,1,"R",3,"52.0407","R",3325,"R",125,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
383251,1,"12.0401","A",.,"A",.,"R",1500,1,"R",11,"R",42,"R",1040,"R",26,"R",16075,"R",16425,"R",16425,"R",16200,"R",1150,"R",1175,"R",1250,"R",1250,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15362,"R",15603,"R",15603,"R",15603,"R",9072,"R",9219,"R",9219,"R",9219,"R",7718,"R",8022,"R",8022,"R",8022,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
383279,5,"12.0401","A",.,"A",.,"R",1200,1,"R",10,"R",40,"R",900,"R",40,"R",14550,"R",14550,"R",14550,"R",15750,"R",1035,"R",1185,"R",1185,"R",1435,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3000,"R",3000,"R",18820,"R",19630,"R",470,"R",470,"R",6010,"R",5270,"R",330,"R",330,"R",8220,"R",7580,"12.0409","R",6200,"R",850,"R",600,1,"R",5,"12.0413","R",5800,"R",300,"R",600,1,"R",5,"12.0410","R",2600,"R",600,"R",300,1,"R",3,"12.0499","R",3200,"R",500,"R",250,1,"R",2,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
383297,1,"12.0401","A",.,"A",.,"R",1000,1,"R",12,"R",48,"R",900,"R",30,"R",12200,"R",12200,"R",13200,"R",13200,"R",600,"R",600,"R",600,"R",600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8400,"R",8400,"R",8400,"R",8400,"R",3180,"R",3180,"R",3180,"R",3180,"R",2712,"R",2712,"R",2712,"R",2712,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
383312,13,"51.0801","A",.,"A",.,"R",900,1,"R",9,"R",36,"R",900,"R",36,"R",5175,"R",5400,"R",5490,"R",5670,"R",1825,"R",1825,"R",1825,"R",1825,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2700,"R",2700,"R",2700,"R",2700,"R",2250,"R",2250,"R",2250,"R",2250,"R",2250,"R",2250,"R",2250,"R",2250,"51.0601","R",3780,"R",1800,"R",600,1,"R",9,"51.0710","R",5670,"R",1800,"R",900,1,"R",9,"43.0107","R",3780,"R",1000,"R",600,1,"R",9,"47.0201","R",3780,"R",2400,"R",600,1,"R",9,"46.0303","R",4725,"R",4200,"R",750,1,"R",9,
383330,10,"51.3999","A",.,"A",.,"R",1210,1,"R",11,"R",45,"R",900,"R",41,"R",7775,"R",7491,"R",9938,"R",9905,"R",2100,"R",2221,"R",2060,"R",2091,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7256,"R",7020,"R",6930,"R",7009,"R",4073,"R",4061,"R",4253,"R",4073,"R",4073,"R",4061,"R",4253,"R",4073,"43.0107","R",5620,"R",1431,"R",640,1,"R",7,"51.0899","R",6713,"R",1707,"R",900,1,"R",9,"12.0401","R",11311,"R",1176,"R",1799,1,"R",12,"47.0399","R",8992,"R",1251,"R",660,1,"R",11,"51.0705","R",6816,"R",2039,"R",720,1,"R",9,
383367,32,"51.3901","A",.,"A",.,"R",1564,1,"R",12,"R",48,"R",900,"R",36,"R",9900,"R",11480,"R",12225,"R",13188,"R",1455,"R",2120,"R",1807,"R",2155,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6348,"R",6504,"R",7500,"R",9000,"R",1992,"R",1992,"R",3120,"R",3120,"R",2100,"R",2100,"R",3120,"R",3120,"48.0508","R",7693,"R",1653,"R",900,1,"R",9,"47.0201","R",7719,"R",1393,"R",990,1,"R",9,"51.0710","R",10045,"R",3712,"R",1365,1,"R",12,"51.0601","R",12691,"R",3239,"R",1059,1,"R",12,"46.0399","R",5693,"A",.,"R",900,1,"R",9,
383464,2,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",32,"R",7295,"R",7995,"R",8700,"R",8700,"R",400,"R",500,"R",500,"R",500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4992,"R",5100,"R",5400,"R",5400,"R",516,"R",552,"R",600,"R",600,"R",312,"R",360,"R",420,"R",624,"12.0499","R",3200,"R",400,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
383525,1,"51.3901","A",.,"A",.,"R",1158,1,"R",12,"R",48,"R",1100,"R",42,"R",8500,"R",9000,"R",9500,"R",9500,"R",800,"R",950,"R",950,"R",950,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6492,"R",6492,"R",6492,"R",6492,"R",3360,"R",3360,"R",3600,"R",3000,"R",4356,"R",4356,"R",4356,"R",2160,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
383765,1,"12.0401","A",.,"A",.,"R",1000,1,"R",7,"R",29,"R",900,"R",26,"R",12000,"R",12000,"R",12000,"R",12000,"R",1500,"R",1500,"R",1500,"R",1550,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5097,"R",4930,"R",4908,"R",4974,"R",5525,"R",5554,"R",5539,"R",5387,"R",5525,"R",5554,"R",5539,"R",5387,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
383792,3,"12.0401","A",.,"A",.,"R",1500,1,"R",18,"R",72,"R",900,"R",30,"R",11000,"R",11200,"R",11200,"R",11400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5400,"R",5400,"R",5400,"R",5400,"R",990,"R",990,"R",990,"R",990,"R",990,"R",990,"R",990,"R",990,"12.0413","R",6100,"A",.,"R",750,1,"R",12,"12.0410","R",4900,"A",.,"R",600,1,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
383899,11,"51.0801","A",.,"A",.,"R",31,2,"R",7,"R",28,"R",33,"R",30,"R",11959,"R",14844,"R",14844,"R",14844,"R",443,"R",483,"R",483,"R",465,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6839,"R",7112,"R",7399,"R",8001,"R",3773,"R",3920,"R",4081,"R",4410,"R",2478,"R",2576,"R",2863,"R",2898,"51.0909","R",17830,"R",383,"R",34,2,"R",8,"51.1011","R",17031,"R",402,"R",30,2,"R",7,"12.0401","R",14375,"R",1820,"R",1250,1,"R",12,"12.0503","R",16050,"R",3850,"R",30,2,"R",13,"51.0904","R",17315,"R",1760,"R",24,2,"R",8,
385132,6,"12.0401","A",.,"A",.,"R",1200,1,"R",10,"R",39,"R",900,"R",30,"R",10200,"R",10400,"R",13900,"R",13900,"R",600,"R",600,"R",1185,"R",1861,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8775,"R",8775,"R",8775,"R",9019,"R",2438,"R",2438,"R",1950,"R",2194,"R",1950,"R",1950,"R",1950,"R",2194,"12.0499","R",6900,"R",1225,"R",600,1,"R",5,"51.3501","R",6900,"R",1025,"R",600,1,"R",5,"12.0402","R",13900,"R",1203,"R",1200,1,"R",10,"12.0410","R",3600,"R",583,"R",260,1,"R",3,"12.0408","R",3600,"R",754,"R",260,1,"R",3,
385549,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",15006,"R",15006,"R",15446,"R",12345,"R",2249,"R",2401,"R",2494,"R",2336,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15250,"R",15088,"R",15225,"R",15650,"R",5413,"R",5638,"R",5775,"R",5788,"R",5613,"R",5813,"R",5938,"R",5938,"12.0413","R",3999,"R",688,"R",750,1,"R",6,"12.0410","R",6374,"R",1384,"R",600,1,"R",6,"12.0409","R",8949,"R",1676,"R",750,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
387819,4,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",30,"R",7250,"R",7950,"R",7950,"R",7950,"R",550,"R",550,"R",550,"R",550,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7740,"R",10224,"R",10524,"R",10524,"R",5136,"R",5652,"R",5940,"R",5472,"R",5136,"R",5652,"R",5940,"R",5472,"12.0410","R",1669,"R",681,"R",200,1,"R",2,"12.0412","R",10650,"R",950,"R",1800,1,"R",13,"12.0412","R",1742,"R",708,"R",300,1,"R",3,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
387925,7,"51.3501","A",.,"A",.,"R",768,1,"R",8,"R",30,"R",900,"R",30,"R",11720,"R",12072,"R",12122,"R",12473,"R",850,"R",871,"R",871,"R",871,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7568,"R",7568,"R",7793,"R",8250,"R",1710,"R",1710,"R",1770,"R",1875,"R",1710,"R",1710,"R",1770,"R",1838,"12.0409","R",5322,"R",1192,"R",300,1,"R",5,"12.0409","R",10265,"R",1758,"R",620,1,"R",10,"51.3501","R",23252,"R",2502,"R",1293,1,"R",16,"12.0409","R",17636,"R",1933,"R",976,1,"R",12,"51.3501","R",16577,"R",1041,"R",1009,1,"R",12,
388663,3,"12.0401","A",.,"A",.,"R",1800,1,"R",15,"R",58,"R",900,"R",29,"R",10882,"R",10882,"R",11188,"R",11188,"R",996,"R",996,"R",1020,"R",1020,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13949,"R",13949,"R",14065,"R",13920,"R",1813,"R",1813,"R",1885,"R",1378,"R",870,"R",943,"R",1015,"R",1813,"12.0409","R",5020,"R",625,"R",750,1,"R",6,"12.0410","R",1598,"R",500,"R",300,1,"R",4,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
389860,11,"51.3901","A",.,"A",.,"R",1248,1,"R",11,"R",42,"R",1248,"R",42,"R",6783,"R",7165,"R",7334,"R",7803,"R",2197,"R",2210,"R",2266,"R",2411,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8715,"R",7550,"R",7550,"R",7770,"R",2730,"R",2804,"R",2804,"R",2951,"R",2730,"R",2804,"R",2804,"R",2804,"46.0303","R",7140,"R",3400,"R",900,1,"R",10,"15.0501","R",4202,"R",1830,"R",600,1,"R",10,"47.0101","R",6375,"R",2100,"R",720,1,"R",9,"49.0202","R",7440,"R",4510,"R",720,1,"R",5,"51.3902","R",4631,"R",1341,"R",650,1,"R",8,
390905,14,"15.0501","A",.,"A",.,"R",600,1,"R",6,"R",24,"R",900,"R",36,"R",5575,"R",6575,"R",7045,"R",7495,"R",420,"R",420,"R",450,"R",500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1998,"R",1998,"R",2100,"R",2400,"R",1500,"R",1500,"R",1500,"R",1500,"R",1500,"R",1500,"R",1500,"R",1500,"43.0107","R",4695,"R",300,"R",600,1,"R",7,"51.0899","R",8195,"R",300,"R",900,1,"R",9,"12.0401","R",11495,"R",500,"R",1500,1,"R",18,"51.0714","R",8195,"R",300,"R",900,1,"R",9,"48.0508","R",7495,"R",500,"R",600,1,"R",9,
391005,4,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",30,"R",12000,"R",12000,"R",16500,"R",13500,"R",1000,"R",1000,"R",1000,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",13221,"R",13221,"R",13221,"R",13793,"R",2405,"R",2405,"R",2405,"R",2886,"R",1937,"R",1937,"R",1937,"R",2314,"12.0410","R",7200,"R",300,"R",600,1,"R",6,"12.0413","R",7200,"R",300,"R",600,1,"R",6,"12.0409","R",7200,"R",300,"R",600,1,"R",6,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
391333,1,"51.3901","A",.,"A",.,"R",1188,1,"R",10,"R",40,"R",900,"R",30,"R",10600,"R",10600,"R",10976,"R",11302,"R",960,"R",960,"R",524,"R",498,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12070,"R",14190,"R",14900,"R",14700,"R",2210,"R",2210,"R",2320,"R",2320,"R",2210,"R",2210,"R",2320,"R",2320,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
391546,7,"12.0401","A",.,"A",.,"R",1200,1,"R",12,"R",48,"R",900,"R",30,"R",11652,"R",11652,"R",11652,"R",11652,"R",848,"R",848,"R",848,"R",848,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12000,"R",14400,"R",14400,"R",15600,"R",240,"R",480,"R",540,"R",600,"R",900,"R",1080,"R",1200,"R",1440,"12.0410","R",982,"R",318,"R",240,1,"R",3,"12.0402","R",11652,"R",848,"R",1200,1,"R",12,"12.0499","R",5758,"R",742,"R",600,1,"R",7,"12.0409","R",1682,"R",318,"R",260,1,"R",3,"12.0413","R",5152,"R",848,"R",600,1,"R",6,
391564,3,"51.0801","A",.,"A",.,"R",24,2,"R",9,"R",36,"R",24,"R",36,"R",12025,"R",12000,"R",12700,"R",12700,"R",875,"R",875,"R",875,"R",875,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8667,"R",8370,"R",8370,"R",8370,"R",9387,"R",9441,"R",9441,"R",9441,"R",6291,"R",6327,"R",6327,"R",6327,"51.0713","R",12600,"R",875,"R",24,2,"R",9,"51.3501","R",12775,"R",1200,"R",24,2,"R",9,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
391759,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",52,"R",900,"R",30,"R",8900,"R",9195,"R",10290,"R",10905,"R",250,"R",260,"R",260,"R",316,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4875,"R",5850,"R",6760,"R",7800,"R",2704,"R",2730,"R",2730,"R",3120,"R",1625,"R",1651,"R",1950,"R",1950,"12.0413","R",1500,"R",316,"R",500,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
391810,4,"12.0401","A",.,"A",.,"R",1500,1,"R",12,"R",48,"R",900,"R",30,"R",6600,"R",6600,"R",6600,"R",6900,"R",1200,"R",1200,"R",1200,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6000,"R",6000,"R",6600,"R",7200,"R",2160,"R",2400,"R",2484,"R",2520,"R",2160,"R",2400,"R",2484,"R",2520,"12.0410","R",2300,"R",500,"R",600,1,"R",7,"12.0408","R",3400,"R",800,"R",750,1,"R",8,"13.1399","R",3700,"R",500,"R",750,1,"R",8,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
392257,12,"51.0801","A",.,"A",.,"R",900,1,"R",9,"R",35,"R",900,"R",35,"R",15000,"R",15000,"R",15000,"R",17000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",8899,"R",8899,"R",8986,"R",9284,"R",4909,"R",4909,"R",4953,"R",5119,"R",3229,"R",3229,"R",3255,"R",3360,"51.0601","R",17000,"A",.,"R",900,1,"R",9,"51.0706","R",30350,"A",.,"R",74,2,"R",22,"51.0907","R",25000,"A",.,"R",1500,1,"R",10,"51.0910","R",39500,"A",.,"R",64,2,"R",22,"51.0801","R",28350,"A",.,"R",60,2,"R",18,
392415,6,"51.0801","A",.,"A",.,"R",52,2,"R",9,"R",36,"R",36,"R",36,"R",13500,"R",13500,"R",14250,"R",14318,"R",650,"R",650,"R",1150,"R",1107,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6516,"R",7164,"R",8460,"R",9549,"R",4500,"R",5427,"R",4788,"R",5265,"R",4752,"R",5427,"R",4788,"R",5265,"51.3901","R",23600,"R",2400,"R",81,2,"R",12,"51.1012","R",14537,"R",988,"R",46,2,"R",9,"51.0713","R",16459,"R",1566,"R",62,2,"R",12,"51.0909","R",31064,"R",961,"R",89,2,"R",18,"51.0705","R",14866,"R",659,"R",46,2,"R",9,
392798,2,"12.0401","A",.,"A",.,"R",1500,1,"R",13,"R",50,"R",900,"R",30,"R",14800,"R",14800,"R",14550,"R",14950,"R",0,"R",0,"R",750,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3863,"R",4025,"R",4375,"R",5000,"R",1775,"R",1850,"R",2063,"R",2125,"R",1775,"R",1850,"R",2063,"R",2125,"12.0410","R",6300,"A",.,"R",600,1,"R",5,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,"-2     ","A",.,"A",.,"A",.,-2,"A",.,
